Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,predict,real
61,1,0,2,1,3,1,49,1,2,3,2228.0,1480,748.0,0.5329999999999999,4431,71,0.6509999999999999,0.664,1,1,1
42,0,5,2,3,1,1,29,3,2,3,1840.0,1267,573.0,0.605,4515,76,0.49,0.6890000000000001,1,1,1
57,1,2,5,3,5,1,42,6,1,0,21875.0,2517,19358.0,0.409,1327,31,0.409,0.115,1,1,1
54,1,3,5,3,3,1,44,3,3,3,1655.0,0,1655.0,0.7659999999999999,4621,67,0.675,0.0,1,1,1
47,1,3,3,3,3,1,41,6,3,4,6692.0,1897,4795.0,1.035,3902,76,0.6890000000000001,0.28300000000000003,1,1,1
43,1,4,3,0,5,1,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,1,1,1
47,0,3,1,1,1,1,42,3,2,2,5884.0,1382,4502.0,0.91,4477,82,0.745,0.235,1,1,1
43,0,4,5,1,2,1,37,5,1,3,2419.0,0,2419.0,0.762,3888,63,0.853,0.0,1,1,1
42,1,3,2,2,4,1,34,2,1,1,2289.0,1195,1094.0,0.6509999999999999,4955,83,0.627,0.522,1,1,1
43,0,4,2,3,2,1,30,2,2,3,2082.0,1794,288.0,0.735,3423,48,0.92,0.862,0,1,0
53,0,3,5,3,3,1,44,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894,1,1,1
47,1,2,3,1,3,1,27,2,3,2,1536.0,0,1536.0,0.913,4643,89,0.745,0.0,1,1,1
44,0,2,5,3,2,1,36,5,1,3,4473.0,0,4473.0,0.5429999999999999,4047,56,0.75,0.0,1,1,1
37,0,3,1,3,2,1,25,6,2,1,1438.3,674,764.3,2.18,1717,31,0.722,0.469,1,1,1
43,0,2,5,3,2,1,36,5,2,4,3589.0,1808,1781.0,0.75,4262,70,0.667,0.504,1,1,1
59,0,2,3,3,1,1,51,3,3,3,3875.0,1397,2478.0,0.573,2312,49,0.581,0.361,0,1,0
46,1,4,3,2,6,1,31,2,3,1,3569.0,1553,2016.0,0.7979999999999999,16695,116,0.6809999999999999,0.435,1,1,1
40,0,3,1,2,2,1,36,6,1,0,2348.0,1061,1287.0,1.062,1901,27,1.25,0.452,1,1,1
38,1,2,5,1,4,2,32,5,1,1,26988.0,1587,25401.0,0.968,3732,70,0.795,0.059,1,1,1
46,1,5,2,2,4,1,36,3,1,2,17196.0,1646,15550.0,0.542,1466,41,1.278,0.096,1,1,1
30,0,2,6,2,2,1,36,3,1,2,2501.0,1845,656.0,0.6679999999999999,2933,65,0.8059999999999999,0.738,1,1,1
57,1,0,2,3,3,1,45,6,2,2,2601.0,0,2601.0,0.8140000000000001,1232,32,0.684,0.0,1,0,1
53,0,2,5,3,3,1,42,3,5,1,3024.0,1649,1375.0,0.5870000000000001,4463,89,0.679,0.545,1,1,1
35,1,0,4,1,5,2,16,6,3,3,34516.0,0,34516.0,0.524,2655,64,0.8290000000000001,0.0,1,1,1
52,0,3,1,1,3,1,45,5,3,1,6053.0,577,5476.0,0.85,5035,64,1.37,0.095,1,1,1
53,1,5,2,3,6,1,38,4,2,2,19138.0,0,19138.0,0.482,2028,43,0.303,0.0,0,1,0
43,0,4,5,1,3,1,35,5,2,2,2303.0,722,1581.0,0.807,4469,80,0.778,0.314,1,1,1
56,1,2,5,3,3,1,45,5,2,1,1438.3,0,1438.3,0.913,4323,77,0.5710000000000001,0.0,1,1,1
35,0,1,1,3,3,1,26,6,4,4,2045.0,1707,338.0,0.5770000000000001,2183,39,0.696,0.835,0,1,0
50,1,2,3,3,6,2,37,5,2,1,34516.0,399,34117.0,0.726,2118,41,0.519,0.012,0,1,0
52,1,3,2,3,5,1,44,3,3,3,11606.0,0,11606.0,0.797,2623,39,0.393,0.0,0,1,0
51,0,2,5,3,2,1,43,1,3,3,3683.0,1039,2644.0,0.595,4684,86,0.755,0.282,1,1,1
43,1,3,6,3,4,3,37,6,1,2,34516.0,1580,32936.0,0.7070000000000001,4149,86,0.755,0.046,1,1,1
54,1,1,1,3,5,1,36,4,1,2,6175.0,960,5215.0,0.7090000000000001,1847,59,0.405,0.155,1,1,1
33,0,3,2,1,2,1,13,5,3,3,1630.0,1008,622.0,0.695,4143,67,0.595,0.618,1,1,1
48,1,4,7,1,5,1,28,3,3,4,6572.0,417,6155.0,0.584,1766,46,0.5329999999999999,0.063,0,1,0
53,0,4,5,1,2,1,44,1,1,3,4737.0,1649,3088.0,0.748,7802,88,0.4920000000000001,0.348,1,1,1
43,1,5,6,1,4,1,31,3,3,1,17230.0,1805,15425.0,0.7879999999999999,14781,130,0.857,0.105,1,1,1
43,0,5,2,1,2,1,36,4,3,2,2057.0,1279,778.0,0.562,4321,76,0.6890000000000001,0.622,1,1,1
46,1,2,5,3,3,1,39,4,3,1,1610.0,0,1610.0,0.6890000000000001,4958,87,0.7759999999999999,0.0,1,1,1
56,1,1,1,0,4,1,43,2,2,3,10602.0,1083,9519.0,0.6559999999999999,14084,91,0.75,0.102,1,1,1
51,0,4,6,3,3,2,43,1,3,3,3735.0,0,3735.0,0.762,6826,61,0.848,0.0,0,1,0
41,0,4,1,3,2,1,31,4,3,4,2934.0,933,2001.0,0.898,4253,66,0.737,0.318,1,1,1
37,0,2,1,1,2,1,27,6,1,3,3061.0,2517,544.0,0.809,5032,89,0.618,0.8220000000000001,1,1,1
40,1,3,5,3,5,1,31,6,2,4,18584.0,2446,16138.0,0.76,3504,64,0.882,0.132,1,1,1
36,1,4,4,1,6,1,36,5,3,3,28200.0,765,27435.0,0.68,2507,64,0.6409999999999999,0.027000000000000003,1,1,1
50,0,3,3,3,2,1,33,3,3,4,2140.0,0,2140.0,0.765,2915,50,0.316,0.0,0,0,0
52,1,3,7,3,5,1,36,2,3,3,3022.0,895,2127.0,0.95,2724,38,0.9,0.29600000000000004,0,1,0
51,0,3,6,2,1,4,34,3,1,2,34516.0,1578,32938.0,0.725,1929,40,0.481,0.046,1,1,1
46,1,5,3,3,6,1,32,5,2,2,34516.0,1024,33492.0,0.72,2436,71,0.6509999999999999,0.03,1,1,1
41,0,3,3,3,1,1,32,1,2,4,26229.0,0,26229.0,0.504,2077,46,0.643,0.0,0,1,0
50,1,2,1,1,4,1,36,3,1,1,8074.0,0,8074.0,0.528,4347,66,0.535,0.0,1,1,1
38,1,1,2,3,2,1,31,6,3,3,6236.0,1204,5032.0,0.8170000000000001,5389,84,0.826,0.193,1,1,1
50,1,2,1,3,6,1,43,3,2,1,34516.0,1156,33360.0,0.633,3974,65,0.585,0.033,1,1,1
62,0,1,6,3,2,1,53,3,1,3,1438.3,0,1438.3,0.6990000000000001,902,31,0.409,0.0,1,0,1
43,1,2,3,2,5,1,33,4,3,2,3083.0,1898,1185.0,1.042,1448,30,2.0,0.616,1,1,1
29,0,1,2,1,2,1,36,3,2,4,2516.0,2312,204.0,0.625,2321,36,0.5,0.919,0,1,0
36,0,0,4,0,1,1,26,5,3,3,4692.0,0,4692.0,0.8370000000000001,4281,69,0.643,0.0,1,1,1
57,1,2,2,1,4,2,49,4,3,3,32182.0,0,32182.0,0.52,1937,46,0.7040000000000001,0.0,0,1,0
48,1,2,2,1,3,1,44,3,1,2,9673.0,0,9673.0,0.655,3541,87,0.851,0.0,1,1,1
60,0,1,1,1,2,1,47,6,1,1,2394.0,1427,967.0,0.8029999999999999,4611,82,0.7829999999999999,0.596,1,1,1
53,0,3,1,3,3,1,39,3,2,2,4855.0,1912,2943.0,0.606,14969,104,0.763,0.394,1,1,1
53,0,4,5,3,2,1,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0.0,0,0,0
49,0,3,5,1,3,1,33,5,3,2,9995.0,1713,8282.0,0.96,1172,38,0.462,0.171,1,1,1
56,0,0,1,3,2,1,45,5,1,1,1737.0,0,1737.0,0.653,4611,73,0.973,0.0,1,1,1
33,0,2,3,1,1,1,25,5,1,4,11922.0,792,11130.0,0.667,2154,61,0.525,0.066,1,1,1
61,0,0,1,0,1,1,36,4,2,2,1801.0,0,1801.0,1.234,3193,62,1.48,0.0,1,0,1
35,0,2,2,3,2,1,21,6,2,3,5825.0,1815,4010.0,1.132,2820,62,0.879,0.312,1,1,1
59,1,2,3,3,2,1,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.5429999999999999,0.155,1,1,1
47,1,2,2,3,4,1,32,1,3,6,1789.0,0,1789.0,0.637,2784,49,0.581,0.0,0,0,0
36,0,2,1,0,2,1,28,6,1,2,2169.0,1602,567.0,0.6679999999999999,5182,78,0.8140000000000001,0.7390000000000001,1,1,1
36,1,2,4,0,5,1,22,2,2,3,34516.0,1652,32864.0,0.8540000000000001,1283,39,1.294,0.048,1,1,1
44,1,3,5,1,5,1,33,6,3,3,4131.0,785,3346.0,0.5429999999999999,906,22,1.2,0.19,1,1,1
60,0,0,3,3,2,1,36,1,1,3,4147.0,2262,1885.0,0.565,14624,111,0.79,0.545,1,1,1
50,1,2,7,3,5,1,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,1,1,1
45,1,1,5,1,4,1,41,2,3,2,9904.0,2513,7391.0,0.0,1152,28,0.0,0.254,0,1,0
38,0,1,5,1,3,1,36,4,2,2,2358.0,1965,393.0,0.614,4922,80,0.6,0.833,1,1,1
49,1,3,5,1,3,3,36,2,2,2,23981.0,1408,22573.0,0.8440000000000001,14455,96,0.846,0.059,1,1,1
51,0,2,5,1,3,1,43,3,1,3,2180.0,1865,315.0,0.748,4348,77,0.51,0.856,1,1,1
40,0,2,5,3,1,1,29,5,2,2,18862.0,2105,16757.0,0.8320000000000001,4449,86,0.6859999999999999,0.112,1,1,1
48,1,2,5,1,5,1,36,6,3,3,11656.0,1677,9979.0,1.524,1441,32,0.882,0.14400000000000002,1,1,1
44,0,2,5,1,2,1,31,1,2,1,4291.0,1285,3006.0,0.846,15511,101,0.629,0.299,1,1,1
50,0,2,6,3,1,1,36,5,2,4,4045.0,0,4045.0,0.66,2438,41,0.464,0.0,0,0,0
65,1,0,2,1,2,1,56,4,2,2,3226.0,2073,1153.0,1.035,3250,70,0.591,0.643,1,1,1
36,1,2,4,1,4,1,24,5,2,5,23032.0,840,22192.0,0.7390000000000001,2787,73,0.698,0.036000000000000004,1,1,1
64,0,0,3,1,2,1,56,6,6,1,2609.0,1115,1494.0,0.753,4546,59,0.903,0.4270000000000001,1,1,1
51,0,1,3,1,1,1,41,3,3,2,9701.0,0,9701.0,1.024,9404,62,0.8240000000000001,0.0,0,1,0
55,0,3,1,1,2,1,45,4,3,4,1741.0,0,1741.0,0.84,2546,42,0.4,0.0,0,0,0
35,1,3,6,1,5,2,29,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054000000000000006,1,1,1
53,1,3,1,3,5,1,33,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.6579999999999999,1,1,1
41,0,2,5,3,3,1,36,5,2,4,2990.0,1828,1162.0,0.488,2265,41,0.414,0.611,0,1,0
39,0,3,3,1,2,1,36,6,1,3,3651.0,0,3651.0,0.977,862,19,1.111,0.0,0,0,0
44,0,3,1,3,2,1,35,3,3,2,1855.0,0,1855.0,0.988,2544,27,0.929,0.0,0,0,0
47,0,3,5,0,1,1,33,1,3,4,3443.0,0,3443.0,0.8320000000000001,2505,45,0.452,0.0,0,0,0
50,0,2,5,0,2,1,36,5,2,2,1438.3,0,1438.3,0.6579999999999999,2329,43,0.593,0.0,0,0,0
51,0,2,5,3,3,1,45,3,2,4,5930.0,0,5930.0,1.19,2041,32,0.684,0.0,1,0,1
36,0,4,1,1,2,1,26,3,2,3,1438.3,0,1438.3,0.8270000000000001,4886,85,0.7709999999999999,0.0,1,1,1
49,1,2,2,3,4,1,35,3,3,3,13435.0,0,13435.0,0.747,3575,56,1.154,0.0,1,1,1
55,0,3,2,2,2,1,36,3,2,1,2111.0,1209,902.0,0.594,2803,61,0.605,0.573,1,1,1
43,0,2,2,0,2,1,39,5,3,3,2734.0,2517,217.0,0.7,4457,86,0.955,0.921,1,1,1
58,0,1,7,1,3,2,47,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095,1,1,1
46,0,4,3,3,2,1,34,6,1,3,5387.0,1133,4254.0,0.652,4374,76,0.49,0.21,1,1,1
41,1,3,7,1,6,1,28,4,2,3,6314.0,0,6314.0,0.903,2718,44,0.63,0.0,0,1,0
35,1,4,5,3,6,1,30,4,3,4,34516.0,1018,33498.0,1.129,2350,55,0.774,0.029,1,1,1
61,1,0,3,2,4,1,51,6,3,4,5852.0,1935,3917.0,0.8290000000000001,3689,55,0.618,0.331,1,1,1
49,1,4,5,3,4,1,39,3,2,2,5937.0,2120,3817.0,0.654,4228,70,0.75,0.35700000000000004,1,1,1
47,0,4,5,3,2,1,36,6,1,4,2178.0,1455,723.0,1.001,5363,76,0.81,0.6679999999999999,1,1,1
33,1,2,5,3,4,1,13,3,3,3,1963.0,1721,242.0,0.68,1378,37,0.762,0.877,1,1,1
54,1,2,3,3,5,1,50,4,2,3,9519.0,1936,7583.0,0.929,2489,62,1.0,0.203,1,1,1
49,0,4,2,1,2,1,36,1,3,3,1544.0,999,545.0,0.7859999999999999,4215,53,1.12,0.647,1,1,1
38,1,1,2,3,5,1,25,6,1,3,11352.0,0,11352.0,1.324,1601,34,1.125,0.0,1,1,1
43,0,2,5,1,2,1,36,1,2,2,3226.0,2145,1081.0,0.644,5066,75,0.7859999999999999,0.665,1,1,1
44,1,3,6,3,3,1,36,5,2,2,11366.0,2109,9257.0,0.993,3495,70,0.795,0.18600000000000005,1,1,1
45,0,3,3,3,2,1,33,1,2,3,4174.0,2507,1667.0,0.8320000000000001,7905,86,0.755,0.601,1,1,1
35,0,2,5,3,3,1,27,5,2,3,1613.0,1085,528.0,0.659,5000,85,0.848,0.6729999999999999,1,1,1
47,0,5,2,3,2,1,36,1,6,1,2291.0,1419,872.0,0.725,4498,81,0.7609999999999999,0.619,1,1,1
45,1,3,5,3,5,1,36,3,3,1,20274.0,2100,18174.0,0.584,5274,66,0.61,0.104,1,1,1
33,1,1,1,3,5,1,26,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.5379999999999999,0.122,1,1,1
45,0,3,5,0,2,2,36,3,2,2,14521.0,0,14521.0,0.41,4178,66,0.467,0.0,1,1,1
36,0,1,1,1,2,1,26,3,3,2,2517.0,0,2517.0,0.946,3569,62,0.7709999999999999,0.0,1,1,1
54,0,1,4,3,2,1,36,4,2,4,3084.0,2517,567.0,0.6509999999999999,1446,22,0.833,0.816,1,1,1
37,1,1,4,1,4,1,26,6,3,2,15755.0,1410,14345.0,0.8390000000000001,2061,61,0.649,0.08900000000000001,1,1,1
32,1,0,5,1,3,1,21,6,1,3,1614.0,925,689.0,0.598,2659,63,0.75,0.573,1,1,1
38,0,1,7,1,2,1,26,5,2,4,1934.0,985,949.0,0.72,4019,78,0.857,0.509,1,1,1
51,1,3,3,1,5,2,38,5,3,4,34516.0,1802,32714.0,0.912,4544,80,0.569,0.052000000000000005,1,1,1
45,0,4,1,1,2,1,32,3,3,4,2858.0,0,2858.0,1.058,2611,43,0.483,0.0,0,0,0
48,0,2,4,1,2,1,35,3,3,1,1438.3,816,622.3,0.8420000000000001,4777,69,0.917,0.5670000000000001,1,1,1
52,0,2,1,1,3,1,44,2,3,3,9017.0,2359,6658.0,0.895,4552,81,0.8,0.262,1,1,1
55,1,1,5,3,5,1,36,3,2,4,34516.0,2102,32414.0,0.912,1612,33,0.737,0.061,1,1,1
49,1,2,6,3,4,1,37,5,3,3,2608.0,1589,1019.0,0.982,2073,47,0.516,0.609,1,1,1
57,1,0,5,3,3,1,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38,1,1,1
32,0,2,5,1,2,1,17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.8540000000000001,1,1,1
34,0,3,2,1,2,1,26,4,2,3,3234.0,971,2263.0,0.79,3989,71,0.868,0.3,1,1,1
45,0,4,7,3,2,1,36,5,3,3,1663.0,1012,651.0,0.8859999999999999,2729,38,0.52,0.609,0,1,0
45,0,3,5,3,2,1,34,6,2,3,2641.0,1336,1305.0,1.019,4224,77,0.7909999999999999,0.506,1,1,1
39,0,2,7,3,2,1,36,4,3,4,1438.3,886,552.3,0.24,1674,42,0.312,0.616,0,1,0
53,0,1,4,0,3,1,35,4,3,3,3585.0,0,3585.0,0.782,4806,81,0.653,0.0,1,1,1
61,0,0,5,3,2,1,56,3,3,3,2122.0,554,1568.0,0.857,949,17,0.133,0.261,0,1,0
50,1,4,5,3,5,1,38,5,1,3,4601.0,2517,2084.0,0.775,5056,80,0.778,0.547,1,1,1
47,1,2,1,3,5,1,36,3,1,3,9437.0,2024,7413.0,0.664,4715,78,0.696,0.214,1,1,1
45,1,2,5,3,4,4,31,2,2,1,34516.0,1308,33208.0,0.746,8773,105,0.78,0.038,1,1,1
49,1,3,1,3,5,1,43,6,1,1,2191.0,1414,777.0,0.635,3967,76,0.767,0.645,1,1,1
36,0,2,2,1,2,1,30,6,2,3,2684.0,1474,1210.0,1.042,2346,51,1.04,0.5489999999999999,1,1,1
39,1,3,3,3,5,1,27,1,3,1,19150.0,1093,18057.0,0.716,8327,85,0.545,0.057,1,1,1
48,1,4,4,3,5,1,32,5,2,3,25190.0,0,25190.0,0.467,1533,41,0.32299999999999995,0.0,0,1,0
57,0,0,5,3,2,1,45,6,1,2,2448.0,0,2448.0,0.606,5464,98,0.607,0.0,1,1,1
43,1,3,5,1,4,1,33,4,2,3,6854.0,0,6854.0,0.703,4578,72,0.7559999999999999,0.0,1,1,1
51,1,1,7,3,5,1,44,5,2,4,8031.0,1167,6864.0,0.5489999999999999,3576,77,0.7909999999999999,0.145,1,1,1
38,0,1,3,2,2,1,30,2,3,2,2722.0,1303,1419.0,0.391,4488,88,0.833,0.479,1,1,1
50,0,2,5,3,2,1,37,2,1,2,1438.3,491,947.3,0.73,5102,83,0.6940000000000001,0.341,1,1,1
37,1,3,3,1,4,1,36,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244,1,1,1
42,0,4,1,1,3,1,35,4,3,3,1786.0,1316,470.0,0.7040000000000001,4306,73,1.086,0.737,1,1,1
50,1,2,3,1,6,1,42,1,3,2,34162.0,1723,32439.0,0.429,7572,56,0.6970000000000001,0.05,0,1,0
38,0,2,5,3,2,1,33,5,2,3,2228.0,1717,511.0,1.625,2334,61,0.848,0.7709999999999999,1,1,1
48,1,4,5,1,3,1,36,5,2,3,7514.0,0,7514.0,0.514,4789,69,0.408,0.0,1,1,1
64,1,1,5,1,2,1,36,4,3,1,1861.0,1677,184.0,0.742,5225,94,0.679,0.901,1,1,1
50,0,2,7,1,2,1,43,4,1,0,3206.0,0,3206.0,0.631,4731,82,0.8220000000000001,0.0,1,1,1
38,0,2,3,3,3,1,27,3,2,3,1776.0,1586,190.0,0.7979999999999999,4350,71,0.868,0.893,1,1,1
42,0,5,1,3,3,1,36,3,3,3,2038.0,0,2038.0,0.7859999999999999,1238,28,0.75,0.0,1,0,1
39,0,3,2,2,1,1,36,4,3,3,2809.0,0,2809.0,0.8540000000000001,2466,40,0.5379999999999999,0.0,0,0,0
52,1,1,3,1,5,1,44,1,3,2,3770.0,0,3770.0,0.544,2387,51,0.5,0.0,0,0,0
54,1,1,5,3,5,1,46,3,3,2,15554.0,2497,13057.0,1.027,2836,61,0.605,0.161,1,1,1
56,0,0,1,1,2,1,36,5,4,2,3033.0,0,3033.0,0.89,4921,90,0.698,0.0,1,1,1
43,0,2,5,3,2,1,35,3,1,3,4092.0,622,3470.0,0.775,5001,88,0.4920000000000001,0.152,1,1,1
56,1,4,3,3,4,1,43,6,2,6,4535.0,0,4535.0,0.831,2342,40,0.6,0.0,0,0,0
57,1,4,1,1,5,1,36,5,3,4,7558.0,1364,6194.0,0.7190000000000001,3676,67,0.5579999999999999,0.18,1,1,1
36,1,2,5,1,3,1,36,2,2,1,6763.0,1660,5103.0,0.573,4972,76,0.9,0.245,1,1,1
52,1,2,3,3,5,1,36,2,3,1,18046.0,0,18046.0,0.8190000000000001,13758,104,0.677,0.0,1,1,1
46,1,3,3,1,4,2,29,4,3,3,34516.0,2040,32476.0,0.764,3754,53,1.038,0.059,1,1,1
40,1,3,5,3,4,1,27,4,2,3,15186.0,0,15186.0,0.483,1884,33,0.435,0.0,0,1,0
27,0,1,4,3,2,1,20,5,3,3,1893.0,0,1893.0,0.691,5176,91,0.784,0.0,1,1,1
43,0,3,6,1,3,1,24,3,3,4,5182.0,1607,3575.0,0.8740000000000001,5235,92,0.586,0.31,1,1,1
45,1,4,5,3,4,1,34,6,2,3,2731.0,1868,863.0,0.5329999999999999,3915,66,0.65,0.684,1,1,1
62,0,1,1,1,2,1,36,3,3,2,7075.0,1396,5679.0,0.532,4409,75,0.531,0.197,1,1,1
52,1,0,5,1,5,1,43,4,3,3,8133.0,1942,6191.0,0.5720000000000001,3310,76,0.583,0.239,1,1,1
51,0,2,4,3,2,1,25,4,3,3,3042.0,0,3042.0,0.578,4781,79,0.7559999999999999,0.0,1,1,1
41,0,2,5,0,3,1,29,6,2,3,4663.0,0,4663.0,0.892,3831,81,0.7609999999999999,0.0,1,1,1
44,1,4,3,1,4,1,36,1,1,3,2946.0,743,2203.0,0.8270000000000001,8553,88,0.872,0.252,1,1,1
47,0,2,3,3,1,1,40,5,1,3,2264.0,0,2264.0,0.67,4279,75,0.531,0.0,1,1,1
51,0,1,3,1,2,1,47,4,3,1,1438.3,0,1438.3,0.826,4242,70,0.458,0.0,1,1,1
57,1,2,3,1,4,2,45,5,2,3,33211.0,0,33211.0,0.732,3662,81,0.7609999999999999,0.0,1,1,1
46,0,4,5,3,3,1,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348,0,1,0
52,0,3,1,1,2,1,41,2,3,2,1438.3,787,651.3,0.601,4956,89,0.745,0.547,1,1,1
54,0,1,4,1,2,1,41,5,2,2,3478.0,941,2537.0,0.711,4607,83,0.93,0.271,1,1,1
37,1,3,1,3,4,1,24,3,1,2,11894.0,816,11078.0,1.561,2438,45,0.607,0.069,1,1,1
54,1,4,5,3,6,1,36,2,3,5,7684.0,0,7684.0,0.61,7667,68,0.789,0.0,0,1,0
40,0,1,5,3,1,1,29,5,1,3,8398.0,1892,6506.0,0.861,1489,29,0.526,0.225,1,1,1
50,0,2,2,3,1,1,34,5,3,2,23381.0,905,22476.0,0.645,4357,73,0.521,0.039,1,1,1
41,0,5,5,3,2,1,28,6,2,2,6936.0,0,6936.0,0.883,2874,44,0.63,0.0,0,1,0
44,0,4,3,1,2,1,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,1,1,1
39,0,2,5,3,2,1,26,3,1,2,4531.0,1214,3317.0,0.813,1414,40,0.333,0.268,1,1,1
46,0,2,5,1,2,1,41,5,3,0,4745.0,1270,3475.0,0.93,1519,31,0.938,0.268,1,1,1
65,1,1,1,3,3,1,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,1,1,1
42,1,3,5,3,3,1,37,2,2,3,3161.0,1788,1373.0,0.865,13692,117,0.828,0.5660000000000001,1,1,1
34,1,3,3,3,5,1,23,5,1,4,4185.0,2517,1668.0,0.861,2179,55,0.774,0.601,1,1,1
46,0,3,5,1,2,1,27,6,3,3,3901.0,1001,2900.0,0.8220000000000001,4313,72,1.3230000000000002,0.257,1,1,1
45,0,5,2,3,2,1,33,3,1,3,1830.0,650,1180.0,0.7240000000000001,4838,71,0.972,0.355,1,1,1
50,1,1,2,3,5,1,39,6,3,4,14817.0,1463,13354.0,0.795,4014,70,0.628,0.099,1,1,1
39,1,3,4,0,5,1,36,4,2,3,33406.0,1692,31714.0,1.242,1529,30,0.875,0.051,1,1,1
54,0,3,2,1,2,1,36,5,4,2,4542.0,1355,3187.0,0.48,4011,70,0.556,0.298,1,1,1
63,0,0,4,3,3,1,53,6,1,4,3118.0,1528,1590.0,0.604,1291,24,0.6,0.49,1,1,1
34,0,2,5,3,2,1,24,6,2,2,3663.0,1853,1810.0,0.963,1826,35,1.0590000000000002,0.506,1,1,1
54,1,4,5,3,5,1,34,2,3,2,14926.0,2517,12409.0,1.996,1576,25,1.5,0.16899999999999998,1,1,1
57,0,3,3,3,1,1,51,2,5,2,1438.3,0,1438.3,0.733,2607,37,0.609,0.0,0,0,0
49,1,5,4,3,3,1,40,4,3,4,3970.0,892,3078.0,0.772,13697,102,0.759,0.225,1,1,1
31,0,1,1,1,2,1,20,3,1,2,1695.0,0,1695.0,0.561,2428,43,0.593,0.0,0,1,0
45,1,5,1,3,5,2,39,2,2,3,34516.0,1964,32552.0,0.624,2234,49,0.361,0.057,0,1,0
48,0,4,5,1,1,1,41,5,3,2,5239.0,1172,4067.0,0.825,4241,61,0.968,0.224,1,1,1
44,0,3,7,3,2,1,38,6,1,3,7222.0,0,7222.0,0.685,920,18,0.5,0.0,0,0,0
58,1,4,5,3,6,2,45,4,2,3,34516.0,0,34516.0,0.8490000000000001,15560,100,0.7240000000000001,0.0,1,1,1
51,1,2,4,3,6,1,41,6,2,4,23742.0,0,23742.0,0.769,3783,57,0.6759999999999999,0.0,1,1,1
49,1,5,3,3,5,1,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0,1,0,1
34,0,2,5,1,2,1,36,1,2,3,1666.0,0,1666.0,0.713,2312,35,0.25,0.0,0,0,0
60,1,1,3,2,5,1,48,1,5,3,28930.0,0,28930.0,0.645,2251,27,0.227,0.0,0,1,0
49,0,4,5,2,2,1,43,3,1,4,2228.0,1003,1225.0,1.119,2104,44,0.467,0.45,1,1,1
39,1,4,3,3,4,1,32,4,2,2,19198.0,2218,16980.0,0.802,4423,90,0.667,0.116,1,1,1
65,0,1,5,3,2,1,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246,1,1,1
47,1,3,5,1,4,1,36,5,4,3,1896.0,1119,777.0,0.6709999999999999,4028,76,0.767,0.59,1,1,1
38,0,3,6,3,2,1,32,4,3,2,3317.0,2517,800.0,0.862,3772,74,1.0,0.759,1,1,1
47,0,4,3,0,1,1,42,3,3,2,16998.0,1404,15594.0,0.785,13977,127,0.693,0.083,1,1,1
47,0,3,2,3,2,2,27,5,3,4,14335.0,938,13397.0,0.445,3610,75,0.531,0.065,1,1,1
45,1,2,5,3,4,1,35,1,2,3,7653.0,1693,5960.0,0.6829999999999999,7508,93,0.5760000000000001,0.221,1,1,1
46,0,3,5,1,2,1,41,5,3,3,3913.0,0,3913.0,0.722,5170,93,0.86,0.0,1,1,1
48,1,3,2,1,6,1,38,4,2,5,20912.0,0,20912.0,0.725,4172,84,0.787,0.0,1,1,1
42,0,4,3,3,2,3,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,1,0,1
43,0,4,5,3,2,1,32,6,3,1,2624.0,1117,1507.0,0.826,3929,67,0.595,0.426,1,1,1
36,1,4,5,1,4,1,36,3,2,1,20337.0,1605,18732.0,0.805,2460,74,1.3119999999999998,0.079,1,1,1
41,0,2,1,1,2,1,29,6,3,0,2701.0,1839,862.0,0.765,4406,80,0.778,0.6809999999999999,1,1,1
40,1,4,5,3,5,1,36,3,3,2,2165.0,1465,700.0,0.622,3672,64,0.73,0.677,1,1,1
54,0,0,6,1,2,2,39,6,2,3,11696.0,2288,9408.0,0.973,2445,60,0.765,0.196,1,1,1
